-123,127,-91,90,-47,52,-29,29,-26,16,-26,28,-72,50,-86,94,0
-128,127,-112,111,-64,51,-45,34,-31,21,-36,34,-60,84,-121,110,0
-124,127,-102,86,-66,50,-41,39,-27,47,-36,26,-87,64,-128,127,0
-125,127,-101,108,-62,56,-38,31,-31,19,-47,40,-89,72,-86,87,0
-128,127,-104,117,-69,63,-41,38,-33,29,-47,37,-70,62,-114,105,0
-112,127,-125,84,-54,38,-40,31,-23,18,-24,21,-66,56,-96,73,0
-128,127,-127,99,-53,41,-40,36,-22,19,-29,27,-54,52,-102,114,0
-128,127,-99,83,-58,45,-31,37,-26,17,-37,36,-71,73,-99,127,0
-123,127,-101,127,-91,66,-58,39,-41,33,-56,47,-88,84,-93,109,0
-128,127,-127,107,-68,50,-83,37,-54,106,-53,34,-82,48,-112,104,0
-113,127,-97,91,-46,45,-26,22,-84,104,-23,21,-53,48,-95,118,0
-128,127,-99,92,-48,41,-31,22,-19,14,-35,33,-80,47,-113,96,0
-128,127,-110,94,-51,32,-34,18,-21,16,-31,21,-61,57,-128,103,0
-128,127,-90,59,-44,29,-26,22,-17,14,-25,15,-50,39,-88,113,0
-128,127,-107,119,-54,54,-37,33,-23,22,-33,31,-71,66,-128,127,0
-128,127,-107,122,-62,57,-40,41,-50,25,-50,46,-78,72,-117,124,0
-128,127,-85,94,-52,53,-37,39,-27,26,-34,33,-63,70,-90,127,0
-128,127,-128,108,-64,53,-43,61,-42,44,-44,41,-96,80,-123,104,0
-128,127,-103,94,-84,43,-52,28,-26,23,-37,43,-70,62,-128,127,0
-128,117,-87,75,-53,33,-46,24,-25,19,-61,33,-60,58,-119,102,0
-109,125,-112,116,-59,39,-40,25,-26,17,-61,42,-86,51,-128,113,0
-128,127,-121,107,-62,41,-47,33,-35,21,-44,27,-73,67,-117,122,0
-128,127,-99,94,-72,69,-50,45,-38,30,-62,44,-99,76,-109,107,0
-128,127,-108,98,-55,45,-38,27,-25,16,-26,26,-55,54,-97,95,0
-128,124,-110,110,-63,62,-47,43,-35,24,-46,34,-59,60,-96,80,0
-108,127,-114,127,-87,77,-49,51,-36,33,-47,48,-87,93,-120,119,0
-128,127,-99,99,-55,47,-43,31,-31,40,-38,37,-67,75,-115,112,0
-128,127,-93,76,-47,37,-30,24,-22,15,-29,19,-71,51,-97,101,0
