-128,114,-128,87,-58,90,-46,58,-29,36,-38,76,-64,71,-112,107,4
-114,103,-91,87,-45,41,-46,45,-22,22,-36,63,-54,83,-100,76,4
-120,127,-78,106,-74,97,-52,40,-58,25,-101,93,-90,110,-115,98,4
-128,127,-97,61,-52,79,-49,66,-23,31,-41,55,-93,65,-90,99,4
-128,127,-84,107,-73,53,-58,52,-29,24,-51,61,-63,63,-127,88,4
-128,127,-118,91,-71,104,-37,61,-38,52,-69,81,-76,101,-86,118,4
-128,127,-82,88,-99,107,-77,51,-45,39,-95,103,-93,94,-98,85,4
-128,127,-116,78,-67,63,-36,79,-34,32,-90,91,-90,86,-73,110,4
-128,127,-111,127,-85,74,-70,48,-36,47,-96,89,-80,70,-108,88,4
-122,106,-83,92,-56,66,-41,32,-22,28,-50,54,-37,62,-90,104,4
-123,123,-94,95,-75,54,-31,37,-25,26,-61,50,-60,64,-80,107,4
-90,93,-81,85,-57,68,-25,41,-37,26,-55,86,-64,92,-95,127,4
-128,121,-127,127,-90,107,-45,84,-27,25,-71,103,-74,105,-109,116,4
-128,127,-91,102,-93,104,-44,47,-31,37,-45,43,-47,69,-104,83,4
-128,114,-117,94,-79,85,-46,39,-27,34,-54,46,-72,103,-88,101,4
-87,127,-108,89,-34,47,-25,18,-20,15,-35,44,-59,77,-83,85,4
-124,122,-87,110,-83,99,-41,50,-28,33,-96,124,-104,108,-87,73,4
-20,22,-15,15,-7,4,-8,5,-9,6,-10,16,-19,26,-47,49,3
-36,42,-15,22,-9,12,-14,16,-17,12,-25,26,-78,83,-97,102,3
-20,22,-14,15,-47,49,-10,4,-14,8,-16,14,-28,53,-52,75,3
-25,34,-17,25,-9,16,-13,21,-17,9,-22,20,-29,57,-45,48,3
-28,40,-28,23,-8,9,-26,10,-10,8,-24,40,-34,44,-48,69,3
-34,42,-25,27,-13,11,-31,19,-9,7,-17,22,-32,44,-57,61,3
-36,31,-26,21,-13,14,-19,31,-11,8,-25,22,-27,47,-73,120,3
-49,52,-29,34,-19,17,-22,15,-20,9,-19,20,-31,36,-77,72,3
-22,37,-22,30,-12,9,-11,11,-8,6,-17,13,-32,41,-58,59,3
-20,28,-14,16,-6,7,-6,5,-11,7,-14,13,-29,32,-39,38,3
-14,19,-7,15,-8,9,-8,5,-7,4,-10,9,-45,40,-25,24,3
-23,42,-18,22,-14,12,-19,13,-15,10,-17,15,-29,53,-51,43,3
-33,33,-14,16,-11,13,-14,11,-19,9,-15,18,-27,39,-85,57,3
-33,48,-19,20,-21,10,-21,10,-11,9,-14,22,-26,37,-56,82,3
-32,35,-21,21,-16,15,-15,16,-15,8,-14,19,-45,50,-48,49,3
-31,31,-19,19,-10,10,-18,17,-20,12,-28,23,-49,48,-71,75,3
-41,40,-17,14,-7,4,-10,6,-16,8,-20,26,-31,41,-69,64,3
-33,40,-15,24,-18,9,-22,9,-13,7,-14,17,-24,26,-80,62,3
-26,40,-15,27,-21,15,-26,13,-13,10,-22,23,-47,34,-73,78,3
-24,37,-13,16,-15,11,-16,14,-14,10,-14,20,-27,31,-69,86,3
-26,26,-19,18,-7,13,-8,8,-13,10,-17,16,-22,44,-53,51,3
-33,33,-17,36,-10,12,-19,15,-14,8,-19,23,-24,25,-56,56,3
-47,42,-15,20,-17,13,-19,16,-10,7,-18,38,-27,42,-62,54,3
-35,31,-16,18,-19,14,-19,15,-11,12,-16,25,-30,45,-73,62,3
-31,39,-15,18,-98,100,-13,10,-11,7,-18,16,-27,41,-65,86,3
-27,52,-18,20,-28,17,-19,18,-18,8,-20,22,-30,40,-78,60,3
-31,46,-21,21,-18,12,-16,18,-19,12,-46,41,-38,41,-94,80,3
-41,63,-23,25,-18,19,-16,9,-23,11,-45,49,-46,44,-79,71,3
-36,43,-15,20,-18,11,-15,13,-13,12,-27,24,-53,61,-79,72,3
-28,44,-23,17,-18,12,-22,27,-15,8,-29,18,-32,67,-106,98,3
