-21,13,-6,4,-6,3,-4,3,-4,2,-3,-7,6,0
-34,24,-7,5,-5,3,-4,2,-4,2,-9,2,6,0
-20,45,-23,17,-15,17,-80,76,-105,127,-70,127,-38,48,-73,61,0
